switch_number,on_off,aug_index,p_open_off,p_open_on,dG_open_off,dG_open_on,separation,A_M_off,A_M_on,A_M_gain,mean_wrank_off,mean_wrank_on,mean_wrank_gain,aug_off,aug_on,aug_gain,narrow_sep,switch_len
44,41.5,50,2.816089228065506e-12,0.000629831249840964,16.391465187072754,4.542320251464844,11.84914493560791,0.16580728892133648,0.6155314658824232,0.4497241769610868,0.48766507836180073,0.628936388785556,0.1412713104237553,0.9664572988410289,0.3607790256123371,-0.6056782732286918,4.560997009277344,92
45,41.4,50,2.6004398103005797e-14,0.009950321469411398,19.278828620910645,2.8413314819335938,16.43749713897705,0.16385473957521718,0.6437866870906003,0.4799319475153831,0.49790896357540626,0.7433814694735306,0.2454725058981243,0.9557170578431214,0.5995350434151486,-0.3561820144279728,10.52701759338379,92
47,39.6,50,2.904033650590312e-14,0.0011129385351679073,19.210774421691895,4.191444396972656,15.019330024719238,0.1555802205884779,0.6316403459327126,0.4760601253442347,0.4880827409858222,0.7511656054118593,0.26308286442603707,0.9124649792070366,0.49113910996965643,-0.4213258692373802,4.658817291259766,92
49,38.7,50,5.06395257706499e-15,0.00014881802385049043,20.28720235824585,5.4315032958984375,14.855699062347412,0.15692828375028942,0.6305505616477898,0.47362227789750033,0.4860556292802722,0.743459062246751,0.2574034329664788,0.929052893078441,0.4144126677930268,-0.5146402252854141,5.423799514770508,92
50,38.2,50,1.0101186239171763e-10,0.0072586191224830645,14.185105323791504,3.0357284545898433,11.14937686920166,0.1709881005472228,0.6721674924030028,0.50117939185578,0.4654652770594499,0.8053426841860727,0.3398774071266228,0.974657382324271,0.4647541354572466,-0.5099032468670244,4.972589492797852,92
51,37.6,50,1.8508052766614562e-13,0.016311913249151783,18.069283485412598,2.5366897583007812,15.532593727111816,0.1452633082173166,0.7573409121025096,0.6120776038851931,0.47525945266977504,0.7547591459426387,0.27949969327286367,0.7809672259604316,0.9075847072116038,0.12661748125117223,8.351482391357422,92
52,37.3,50,5.764357569525499e-11,0.006873325303620213,14.53083610534668,3.0693435668945312,11.461492538452148,0.16836646461970167,0.7547085384943553,0.5863420738746536,0.4944284497645123,0.8072313858437169,0.3128029360792046,0.9178317060809178,0.9186828573566269,0.0008511512757091166,7.394811630249023,92
53,36.8,50,8.427419284220885e-14,0.0002718617430216841,18.554152488708496,5.06012725830078,13.494025230407715,0.1231974288651795,0.7386248666469943,0.6154274377818149,0.4680813274627956,0.650978964162557,0.18289763669976133,0.6466418696044599,0.9936146993132807,0.3469728297088208,6.262672424316406,92
54,36.4,50,6.852396398937772e-10,0.06412647641055275,13.00514030456543,1.692970275878906,11.312170028686523,0.16257331824101134,0.7943217038223225,0.6317483855813111,0.48584110239280837,0.8133578835771972,0.3275167811843888,0.8981563244757297,0.7284499248649897,-0.16970639961073997,8.293615341186523,92
57,33.3,50,1.514629867124082e-11,0.007837552640291717,15.354562759399414,2.988433837890625,12.366128921508789,0.15870953309750704,0.6060843045051775,0.44737477140767046,0.48766070668239136,0.7386821275266561,0.2510214208442647,0.9156488868626532,0.3561666646357322,-0.559482222226921,5.984401702880859,92
58,32.7,50,7.412256883508395e-14,0.0010231909464292843,18.63326072692871,4.243263244628906,14.389997482299805,0.16821816565167033,0.6152429053052023,0.44702473965353196,0.43345301811402936,0.6789189379279603,0.24546591981393096,0.9728829775910861,0.5948630616300513,-0.3780199159610348,6.677059173583984,92
60,30.2,50,2.1036369346886032e-15,0.00041088640525288134,20.828627586364746,4.805572509765625,16.02305507659912,0.15160973928350213,0.6520040010943274,0.5003942618108252,0.446471852374816,0.6174547410710036,0.1709828886961876,0.8175692605379768,0.6851454118904506,-0.1324238486475262,9.149253845214844,92
61,30.0,50,3.4035479588603165e-11,0.029500317839953716,14.855560302734375,2.1715164184570312,12.684043884277344,0.16803836626441213,0.7481940908411655,0.5801557245767534,0.4878756158528546,0.8387229491948253,0.35084733334197066,0.9307840252844519,0.7314646409509103,-0.19931938433354157,6.595705032348633,92
62,29.4,50,9.120817948290656e-14,0.043819061728966616,18.505420684814453,1.9276580810546875,16.577762603759766,0.1641484907450535,0.7444443213113311,0.5802958305662775,0.49119210859634543,0.7866827448417496,0.29549063624540417,0.9556907522450363,0.5561614718720284,-0.39952928037300794,8.259164810180664,92
65,27.4,50,4.313540155031616e-11,0.012681827729245929,14.70952892303467,2.69183349609375,12.01769542694092,0.16298138482772495,0.7931055502960712,0.6301241654683463,0.4965780136698481,0.8137942369094721,0.31721622323962395,0.918394595580331,0.9336991633249552,0.015304567744624187,7.385560989379883,92
66,26.2,50,1.1906942225858725e-16,0.014571054158557289,22.598526000976566,2.606246948242188,19.99227905273438,0.13662101575912344,0.7311801363388999,0.5945591205797764,0.4390570395252591,0.8021236825134425,0.36306664298818336,0.7708466573962266,0.6701378232035977,-0.10070883419262888,9.564241409301758,92
67,24.9,50,2.316956314379801e-13,0.0008861403259213128,17.930837154388428,4.3318939208984375,13.59894323348999,0.1660694983185645,0.7176778355647806,0.5516083372462162,0.49307197844619766,0.8207140752931326,0.3276420968469349,0.9587914291444974,0.4845028249674353,-0.47428860417706215,6.072969436645508,92
